Chapter 9, voter's study, original categories (1,2=1), (3=2), (4,5=3)
2227 0 0 0 5 48

 2 2 1 1 1
 3 1 2 1 1
 1 2 2 1 1
 3 3 3 3 1
 2 2 3 1 2
 2 1 3 1 1
 3 3 3 3 2
 1 3 1 2 1
 3 3 3 3 3
 3 2 1 1 1
 1 3 3 3 3
 3 2 3 2 3
 3 3 3 3 3
 3 3 2 2 3
 3 2 2 1 2
 2 2 2 3 2
 3 1 1 1 1
 2 3 3 2 2
 3 3 3 3 1
 3 3 3 2 3
 3 2 2 1 1
 1 2 1 1 1
 3 1 2 1 1
 3 2 3 1 1
 1 1 1 1 1
 2 1 2 1 1
 1 1 2 1 1
 3 3 3 3 1
 3 3 3 1 1
 3 1 1 1 1
 1 1 3 1 2
 2 3 3 3 3
 1 3 1 1 1
 3 3 3 3 3
 2 3 2 2 1
 3 3 2 2 2
 2 3 3 1 2
 3 3 3 2 3
 2 2 1 1 1
 2 2 3 1 2
 1 2 2 1 2
 3 1 2 1 1
 3 3 2 1 1
 1 3 3 3 1
 3 3 3 3 3
 3 3 3 3 3
 3 2 3 1 3
 1 1 1 1 1
 2 1 3 1 2
 1 2 3 1 1
 3 3 2 1 3
 1 3 3 1 3
 1 3 2 1 1
 3 2 1 2 1
 1 3 1 1 2
 1 1 1 1 1
 3 3 3 3 2
 1 3 1 1 3
 3 2 3 1 2
 1 1 3 1 1
 2 1 1 1 2
 1 2 3 3 2
 2 3 3 3 3
 3 3 3 1 1
 3 1 3 3 3
 3 2 2 1 1
 2 2 2 1 1
 2 2 2 1 1
 3 3 3 3 3
 2 3 1 3 1
 3 2 3 2 2
 3 2 3 2 2
 3 3 3 3 2
 1 1 1 1 1
 3 3 3 3 3
 2 3 3 2 3
 3 1 3 1 3
 1 3 3 3 1
 3 3 1 1 3
 3 3 3 3 3
 3 2 2 1 1
 1 3 3 1 1
 1 1 1 1 1
 1 1 2 1 1
 1 3 3 3 3
 1 2 1 1 1
 2 1 1 1 1
 3 3 3 3 2
 3 3 3 3 3
 1 3 2 2 3
 1 1 1 1 1
 3 3 2 3 3
 3 3 3 3 3
 2 3 3 2 1
 2 3 3 1 2
 2 1 1 1 1
 1 2 1 2 1
 3 3 2 2 1
 2 2 2 1 1
 2 2 1 1 1
 3 3 3 3 1
 3 2 3 1 2
 2 2 2 1 2
 3 2 3 2 1
 1 1 3 3 1
 3 2 3 3 1
 3 2 3 1 1
 1 1 1 1 1
 3 2 3 1 1
 2 3 3 1 2
 3 3 2 2 3
 3 2 2 1 2
 1 1 1 1 1
 3 3 3 2 3
 1 2 1 1 2
 3 3 3 2 2
 3 1 3 1 1
 1 2 3 1 1
 2 2 1 1 1
 1 3 3 1 3
 3 1 3 1 1
 3 3 1 1 1
 3 3 3 3 3
 3 3 3 3 3
 1 1 3 1 1
 1 3 2 1 1
 3 3 3 2 2
 3 3 3 3 3
 1 3 1 1 2
 2 3 1 1 1
 3 3 3 3 3
 1 3 1 1 1
 1 2 1 1 2
 1 1 3 1 1
 3 2 1 1 1
 1 2 2 3 1
 1 1 2 1 1
 3 3 3 3 2
 3 3 3 3 3
 1 3 2 2 1
 1 1 3 1 1
 2 2 2 3 1
 3 1 3 3 3
 1 1 1 1 1
 1 1 3 1 1
 3 3 3 3 2
 1 3 3 1 3
 3 3 3 3 3
 3 3 2 3 3
 3 3 2 2 2
 1 1 3 3 1
 3 3 3 3 1
 2 2 2 2 1
 3 3 3 2 3
 3 3 1 3 2
 1 1 1 1 1
 1 2 3 1 1
 3 3 3 3 3
 1 3 1 1 3
 1 2 2 1 1
 1 1 1 1 3
 3 3 3 2 1
 3 3 3 1 2
 2 3 3 2 1
 1 1 1 1 1
 3 3 3 3 1
 1 2 3 1 1
 1 2 3 1 1
 1 3 2 1 2
 1 3 1 1 3
 3 3 1 1 1
 3 3 3 2 2
 1 1 1 1 2
 3 2 1 3 1
 3 1 2 1 1
 3 3 3 3 3
 1 1 2 2 3
 1 2 1 1 3
 1 2 2 2 2
 1 1 1 1 1
 1 3 2 1 2
 3 2 1 1 1
 3 3 3 3 3
 3 3 3 3 1
 1 3 1 1 1
 2 3 2 2 3
 1 1 3 1 1
 2 1 3 1 1
 3 2 2 1 3
 3 3 3 1 1
 3 3 3 1 3
 3 3 3 3 2
 2 3 3 1 2
 2 3 3 1 1
 3 3 3 3 3
 1 3 3 2 1
 1 3 1 3 3
 3 3 3 3 3
 2 3 3 3 3
 1 3 3 1 1
 2 3 3 3 3
 2 3 3 1 2
 1 1 1 1 1
 2 2 2 1 2
 1 3 2 1 1
 3 2 1 2 1
 3 3 2 1 1
 1 1 1 1 1
 3 3 3 1 2
 1 2 3 2 3
 3 2 1 1 1
 3 3 2 1 2
 1 3 3 3 3
 3 2 1 1 2
 3 2 3 2 3
 1 3 1 1 3
 2 2 2 1 2
 3 2 3 2 2
 1 2 3 2 2
 1 2 3 3 2
 3 3 3 3 3
 1 3 1 1 1
 3 3 3 3 3
 3 3 3 2 3
 2 3 3 3 2
 3 3 3 3 2
 3 3 2 3 2
 2 2 2 2 1
 3 3 1 3 3
 1 1 1 1 2
 3 3 3 3 3
 3 2 1 2 1
 1 3 2 1 2
 2 2 3 1 2
 1 3 2 1 2
 1 3 1 1 1
 1 2 1 1 2
 2 2 2 1 2
 1 3 3 1 2
 3 3 3 2 3
 3 3 3 1 1
 2 3 2 1 2
 1 1 1 1 2
 3 2 2 1 2
 1 2 3 3 3
 1 3 3 2 3
 3 2 3 2 2
 2 3 3 3 3
 3 2 1 1 1
 3 3 3 2 1
 1 3 2 1 2
 1 3 1 1 2
 3 1 1 1 1
 2 2 3 1 1
 3 3 3 3 3
 2 2 3 1 2
 3 2 1 1 1
 2 3 2 3 2
 3 3 3 2 1
 1 2 3 1 1
 1 3 3 1 3
 3 1 3 3 1
 1 3 3 1 1
 1 2 1 1 1
 3 3 2 2 2
 1 1 3 1 1
 3 2 3 1 2
 1 1 1 1 1
 2 3 3 2 2
 2 1 1 1 2
 2 3 3 3 3
 1 3 1 1 1
 1 1 2 1 1
 1 1 3 1 2
 3 2 3 3 3
 1 3 3 1 1
 1 3 1 1 1
 3 3 2 1 3
 1 1 1 1 1
 1 1 1 1 1
 1 3 3 1 1
 3 1 1 1 1
 1 3 3 2 2
 3 3 3 2 3
 1 1 2 1 1
 2 2 2 2 2
 1 3 2 1 1
 3 3 3 3 3
 3 2 1 1 1
 3 1 3 2 1
 3 1 3 2 3
 1 1 1 1 1
 1 2 2 2 2
 2 3 2 1 2
 1 2 1 2 1
 1 1 1 1 2
 3 3 2 3 2
 1 1 2 2 1
 1 1 1 1 1
 1 3 1 1 2
 2 1 1 1 1
 1 1 1 1 1
 1 1 3 1 1
 2 2 3 1 3
 1 2 1 1 2
 2 2 2 1 1
 1 1 1 1 1
 3 2 3 1 3
 3 2 3 1 1
 1 3 2 2 3
 1 3 3 3 3
 3 3 3 3 3
 1 1 1 1 1
 1 3 1 1 3
 3 3 3 1 1
 1 3 1 1 1
 2 1 1 1 1
 1 2 1 1 1
 3 3 3 3 3
 3 3 2 1 2
 2 2 1 1 2
 1 3 3 1 1
 3 2 2 1 1
 3 2 3 1 3
 2 3 3 3 3
 2 2 2 2 3
 2 2 3 3 3
 2 1 2 1 1
 1 1 2 1 2
 3 3 1 2 1
 3 2 2 2 3
 3 1 1 1 1
 1 1 1 1 2
 2 2 2 1 3
 2 2 1 1 2
 1 1 1 1 1
 3 2 3 3 3
 2 2 2 2 2
 2 3 2 2 3
 1 2 1 2 2
 1 2 3 1 1
 3 2 3 1 2
 1 1 2 1 1
 1 1 2 1 2
 3 1 2 3 1
 3 3 1 1 1
 2 1 1 1 1
 3 2 3 3 1
 3 3 3 3 3
 2 3 3 3 2
 3 3 3 3 3
 1 2 2 2 1
 1 3 1 1 3
 1 1 3 2 2
 3 3 2 1 3
 2 1 1 1 1
 1 2 1 1 2
 2 2 2 1 1
 3 2 3 2 2
 2 3 2 2 2
 1 2 1 1 1
 2 1 1 1 2
 2 3 1 1 3
 2 3 3 2 3
 2 2 2 2 2
 3 3 2 3 3
 1 1 1 1 2
 3 3 2 1 1
 3 3 3 3 3
 2 2 2 1 1
 1 1 1 1 1
 3 3 3 3 3
 3 3 3 3 3
 2 3 3 2 2
 1 1 1 1 1
 1 2 2 1 1
 2 2 1 1 1
 3 3 3 3 3
 2 2 2 1 1
 3 3 2 3 3
 2 3 3 1 2
 1 1 2 1 1
 2 2 3 2 1
 1 3 3 3 2
 1 1 1 1 1
 2 3 2 2 2
 2 1 2 1 1
 3 3 2 1 1
 1 1 1 1 2
 1 1 1 1 1
 1 2 2 1 1
 3 3 3 2 3
 3 2 3 1 2
 3 3 3 2 3
 2 3 2 2 3
 2 3 1 2 1
 2 2 1 1 1
 2 3 2 3 3
 3 3 2 1 2
 2 2 3 1 1
 3 3 2 3 2
 3 3 2 2 3
 1 2 2 2 3
 2 2 1 1 1
 2 2 2 1 2
 2 2 1 1 1
 1 1 1 1 1
 1 1 1 1 1
 1 2 1 1 1
 3 3 3 3 1
 3 2 2 1 1
 1 2 2 2 2
 1 3 2 2 1
 1 1 1 1 1
 1 3 1 1 1
 1 2 1 1 1
 1 3 1 1 3
 1 2 2 1 1
 2 3 1 1 3
 2 3 3 3 2
 2 3 2 1 3
 1 1 1 1 1
 1 2 1 1 1
 1 2 1 1 1
 3 3 3 3 3
 2 3 2 1 2
 3 2 3 1 2
 1 1 1 1 1
 1 1 3 1 2
 2 3 3 2 1
 2 3 3 3 3
 2 2 2 1 2
 2 3 3 1 2
 2 2 1 1 2
 2 2 3 1 2
 3 3 3 2 1
 1 1 3 1 1
 2 1 2 2 1
 1 1 1 1 1
 3 3 3 3 3
 3 3 3 1 3
 3 3 2 1 3
 2 2 3 1 3
 3 3 2 2 3
 3 3 3 2 2
 3 2 1 1 1
 1 1 2 1 1
 1 1 1 1 1
 1 2 2 1 1
 3 3 3 3 1
 2 2 3 1 1
 2 2 3 1 1
 1 2 2 1 1
 1 2 1 1 1
 1 1 1 1 1
 2 3 3 3 2
 3 3 1 1 3
 3 3 2 1 1
 1 3 3 1 2
 3 3 3 3 3
 1 1 1 1 1
 1 2 3 1 1
 3 3 3 3 3
 2 2 3 2 3
 2 3 2 1 2
 1 3 2 2 2
 3 3 3 1 2
 3 3 3 2 2
 2 2 3 1 1
 2 2 3 1 2
 1 2 3 3 3
 3 3 3 3 3
 3 2 1 1 1
 2 3 2 3 2
 3 3 1 1 3
 1 2 1 1 1
 1 1 1 1 1
 3 3 3 1 1
 3 1 1 1 1
 1 1 1 1 1
 2 3 3 2 3
 1 1 1 1 1
 1 3 3 1 2
 1 2 1 1 1
 3 2 1 3 3
 1 3 2 2 1
 3 2 3 2 2
 1 1 2 1 1
 3 3 2 1 2
 2 2 2 2 3
 3 3 2 2 3
 1 1 1 2 2
 1 1 1 1 1
 3 1 1 1 1
 1 1 3 1 1
 1 1 3 1 1
 2 1 3 3 3
 3 3 3 1 1
 1 1 1 1 1
 3 2 3 2 1
 2 1 1 1 2
 3 2 2 2 2
 2 2 1 1 1
 3 2 2 1 1
 2 2 3 2 3
 3 3 3 3 3
 3 3 3 2 1
 1 1 2 2 1
 3 3 3 3 3
 3 2 1 1 3
 3 3 3 2 2
 3 2 3 3 2
 1 1 1 1 1
 3 2 3 1 1
 2 3 2 2 2
 3 2 2 1 1
 2 2 2 2 2
 2 1 3 1 3
 1 2 1 1 1
 2 3 3 3 3
 3 3 3 3 2
 2 1 1 1 1
 1 3 3 3 2
 3 3 3 3 1
 2 1 3 1 1
 1 1 1 1 1
 3 3 3 3 3
 1 3 3 1 1
 2 1 1 1 1
 3 2 1 1 2
 2 1 2 1 1
 3 1 3 1 1
 2 3 3 1 2
 2 2 2 1 1
 1 3 3 2 1
 3 3 3 1 1
 2 1 2 2 1
 3 2 1 1 1
 3 2 2 1 1
 3 3 3 1 2
 2 1 2 1 3
 1 2 1 1 1
 3 2 1 1 1
 3 3 3 1 3
 1 1 1 1 1
 1 3 1 1 1
 1 3 1 1 1
 3 2 2 2 3
 1 1 1 1 1
 3 3 3 1 1
 1 1 1 1 1
 2 2 3 1 2
 1 1 1 1 1
 1 1 1 1 1
 3 3 3 3 3
 1 3 3 1 1
 2 1 1 1 3
 1 1 1 1 1
 3 3 3 3 3
 1 3 2 3 3
 1 1 1 1 1
 1 1 2 1 1
 1 1 1 1 2
 3 3 2 3 3
 1 1 2 1 1
 1 1 1 1 1
 1 1 1 1 1
 1 1 1 1 1
 3 3 3 3 3
 1 1 1 1 1
 3 3 3 2 3
 2 3 1 2 1
 1 1 1 1 3
 1 3 1 1 1
 1 1 1 1 1
 1 2 3 3 2
 3 3 3 3 2
 3 3 1 1 3
 1 1 1 1 1
 3 3 1 2 1
 3 3 3 2 1
 1 2 2 2 1
 3 3 3 3 3
 1 1 1 1 1
 1 1 1 1 1
 1 1 1 1 3
 2 1 1 1 1
 2 2 3 2 2
 3 3 1 1 1
 1 1 1 1 2
 1 3 3 2 3
 3 2 2 2 1
 3 1 1 1 1
 1 1 1 1 3
 2 1 1 1 2
 3 2 1 1 2
 1 2 1 1 1
 1 1 1 1 1
 1 1 1 1 1
 1 1 1 1 1
 3 3 3 3 3
 2 3 2 3 3
 1 1 1 1 1
 2 1 1 2 1
 1 1 2 1 1
 2 3 3 3 2
 1 3 2 1 1
 2 3 3 3 1
 1 1 1 1 1
 1 1 1 1 1
 3 3 3 2 3
 3 3 1 1 1
 1 2 2 1 1
 1 3 3 3 3
 3 2 1 1 1
 3 2 2 2 3
 2 1 2 1 1
 1 2 1 1 1
 2 1 1 1 1
 2 2 3 2 2
 3 3 3 3 3
 2 1 2 1 1
 2 2 2 2 3
 1 1 1 1 1
 1 2 1 1 1
 1 3 2 1 1
 1 1 1 1 2
 3 2 1 1 2
 3 1 3 3 3
 1 2 1 1 2
 2 3 3 2 2
 3 3 3 3 3
 1 2 1 1 2
 2 1 1 1 3
 1 1 1 1 1
 3 3 3 1 1
 3 2 1 1 1
 3 3 3 3 3
 3 1 3 1 1
 3 3 3 3 3
 2 2 1 2 1
 3 3 3 2 2
 1 1 2 1 2
 3 3 1 1 1
 3 3 3 2 3
 1 2 2 1 1
 1 3 1 1 3
 3 3 3 3 3
 3 3 2 2 1
 1 1 1 1 1
 1 1 1 1 2
 3 3 3 3 3
 2 3 3 3 3
 1 1 1 1 1
 3 3 3 3 1
 3 3 3 2 3
 1 1 1 1 1
 1 3 1 1 1
 3 3 3 3 3
 1 2 2 1 3
 1 1 2 1 1
 1 1 1 1 1
 2 3 3 3 3
 3 3 3 3 2
 3 3 2 3 2
 2 3 3 1 1
 1 3 3 3 3
 3 3 3 3 3
 3 3 1 1 1
 2 2 2 2 1
 3 3 3 1 1
 3 2 1 1 1
 1 1 1 1 2
 2 2 1 2 1
 3 3 3 1 1
 2 3 3 3 1
 3 3 3 2 1
 3 3 3 2 2
 1 2 1 2 1
 3 3 3 3 3
 3 3 3 1 3
 3 3 1 3 3
 1 3 3 1 1
 3 3 1 1 2
 1 1 1 1 1
 2 2 3 3 3
 1 2 1 3 3
 3 2 2 2 2
 3 3 3 3 3
 3 2 2 2 3
 3 1 1 1 1
 1 3 3 3 1
 2 2 1 1 1
 1 1 1 1 1
 1 1 1 1 1
 1 2 2 2 3
 1 2 1 1 2
 1 1 3 1 1
 1 1 3 1 1
 3 2 2 1 1
 3 2 3 2 2
 2 3 1 1 1
 1 1 1 1 1
 1 2 1 1 1
 2 1 1 1 1
 2 3 3 2 3
 2 1 3 1 2
 1 1 1 1 1
 1 1 1 1 1
 3 3 3 3 3
 2 2 2 1 2
 1 2 3 2 3
 1 1 1 2 2
 1 2 3 1 1
 2 2 2 1 3
 1 1 1 1 1
 1 3 2 1 1
 1 3 2 1 1
 2 3 3 3 3
 1 1 1 1 1
 3 3 3 3 3
 3 3 3 3 2
 3 3 3 1 3
 1 1 1 1 3
 2 2 1 1 1
 3 3 3 3 2
 1 1 1 1 1
 1 2 2 2 1
 1 3 3 1 2
 1 1 1 1 1
 3 3 3 2 2
 2 2 2 1 1
 3 3 3 3 1
 1 1 2 1 1
 2 3 2 1 1
 2 3 2 1 1
 3 3 2 1 3
 1 1 1 1 1
 3 1 3 3 1
 1 2 1 1 2
 1 2 2 2 1
 1 2 1 1 1
 3 2 3 2 2
 2 2 1 1 1
 1 3 3 2 3
 1 2 1 1 2
 1 3 1 1 3
 3 3 2 3 3
 1 1 1 1 1
 1 1 1 1 1
 1 2 1 1 2
 3 2 3 2 3
 3 3 3 1 3
 3 3 2 2 3
 1 1 2 1 1
 3 3 3 3 2
 3 2 3 1 1
 3 1 3 1 3
 1 1 3 1 2
 3 3 3 3 2
 2 2 2 2 1
 2 2 1 1 1
 1 1 1 1 2
 2 3 3 2 1
 3 3 3 3 3
 2 2 2 2 2
 3 3 3 1 1
 1 2 3 3 3
 1 2 1 1 1
 1 2 1 1 2
 3 3 3 3 2
 3 1 1 1 1
 1 1 1 1 1
 3 3 3 3 3
 2 3 1 1 1
 1 2 1 1 1
 3 2 3 2 3
 3 2 2 1 1
 2 2 1 1 2
 1 1 1 1 1
 3 3 3 3 3
 2 3 3 3 3
 2 3 2 1 1
 2 2 1 1 1
 3 3 3 3 3
 1 1 2 1 2
 3 3 3 2 3
 3 3 2 3 3
 1 1 2 1 1
 1 2 3 1 1
 2 1 1 1 1
 3 3 3 3 3
 3 2 1 1 1
 3 2 2 2 2
 2 3 3 1 1
 2 3 3 2 1
 1 3 1 1 1
 2 3 2 1 1
 3 2 2 2 2
 1 3 2 2 2
 1 1 1 1 1
 3 3 3 3 3
 1 1 1 1 2
 3 1 3 1 1
 2 3 2 3 3
 3 3 2 1 2
 1 1 2 1 1
 2 1 2 1 1
 3 3 2 1 1
 1 2 2 2 2
 1 2 1 1 1
 1 1 1 1 3
 3 3 2 2 3
 3 2 3 3 3
 1 2 2 2 2
 2 3 3 2 1
 2 3 1 1 1
 1 2 1 1 1
 3 3 3 3 3
 2 2 2 1 2
 3 3 3 3 3
 3 3 3 3 3
 3 2 3 1 2
 1 2 1 2 3
 3 1 1 1 1
 3 1 1 1 1
 2 3 2 2 3
 2 1 1 2 3
 1 2 1 1 3
 3 1 1 1 1
 2 1 1 1 1
 3 3 2 1 3
 3 3 1 1 1
 1 1 1 1 1
 1 1 2 1 1
 2 2 2 1 1
 2 2 3 2 1
 2 1 2 1 1
 3 2 2 2 3
 1 3 3 3 1
 3 2 2 3 1
 1 3 3 1 1
 1 2 1 1 2
 1 3 1 1 1
 3 3 3 3 3
 3 3 3 3 3
 3 3 2 3 2
 3 2 3 3 2
 3 3 2 2 3
 3 3 3 1 2
 3 2 2 1 1
 1 2 2 1 1
 3 1 3 1 1
 2 3 3 2 3
 2 2 2 1 2
 2 2 2 2 1
 3 3 3 3 3
 3 3 2 2 1
 2 1 2 2 3
 3 3 3 2 2
 3 3 1 1 1
 2 3 3 3 3
 3 3 3 3 3
 1 2 1 1 2
 1 2 2 1 2
 1 2 1 1 1
 1 3 1 1 1
 3 3 3 2 1
 3 3 2 2 1
 2 2 3 2 3
 1 2 1 1 2
 3 3 3 1 1
 3 3 3 2 3
 1 3 3 2 1
 2 3 3 3 3
 3 2 2 1 1
 1 1 1 1 1
 3 2 3 3 1
 1 3 2 2 1
 1 3 2 1 3
 1 2 2 2 2
 2 2 2 3 2
 2 1 2 1 2
 2 2 3 1 1
 2 3 3 3 3
 1 1 2 1 1
 1 1 1 1 1
 1 3 2 3 2
 3 2 3 3 3
 1 2 3 1 1
 3 3 3 1 3
 3 2 1 1 1
 3 3 1 1 3
 1 3 1 1 1
 2 2 2 2 1
 3 2 3 2 2
 1 2 1 1 1
 3 2 3 2 2
 3 2 3 2 3
 3 3 3 3 3
 3 3 3 3 3
 3 3 3 3 1
 3 2 2 3 3
 2 3 2 1 1
 1 1 2 1 1
 3 3 1 1 2
 3 1 2 1 1
 3 3 3 3 1
 3 3 3 3 3
 2 2 1 1 2
 1 1 1 1 2
 1 1 1 1 1
 1 3 2 1 2
 3 3 3 2 3
 1 1 1 1 2
 1 2 1 1 1
 1 1 1 1 1
 2 2 1 1 1
 1 2 3 3 2
 3 3 3 2 3
 3 3 3 1 1
 3 3 3 2 1
 3 3 3 3 1
 2 2 2 2 3
 3 3 3 1 1
 3 2 2 1 2
 1 1 1 1 1
 2 3 2 1 2
 3 3 3 3 3
 2 3 1 1 2
 3 3 2 1 1
 3 3 3 2 1
 3 3 3 3 3
 1 2 1 1 2
 3 3 3 1 3
 1 2 2 1 1
 2 2 3 2 2
 1 3 1 1 3
 1 3 3 1 1
 3 3 1 1 1
 1 1 1 1 2
 1 1 1 1 1
 1 3 3 1 2
 2 3 1 1 1
 3 3 3 3 1
 1 3 1 2 2
 2 2 1 3 1
 1 3 1 3 3
 1 3 1 1 1
 1 3 1 1 1
 3 3 3 2 3
 1 3 3 3 1
 3 2 1 1 1
 3 3 2 3 3
 1 2 2 1 1
 1 2 1 1 1
 1 1 1 1 1
 2 3 3 2 1
 3 3 3 3 3
 2 3 2 3 3
 1 2 1 1 1
 1 3 3 2 1
 2 3 3 1 2
 3 3 3 3 3
 1 2 2 1 1
 2 3 2 2 1
 2 2 1 3 1
 2 3 3 3 3
 1 1 3 1 3
 3 3 2 1 3
 3 3 1 1 1
 2 3 3 3 3
 1 1 1 1 1
 1 1 1 1 1
 1 2 1 1 1
 3 3 3 2 2
 3 3 3 3 3
 2 3 1 2 3
 2 3 1 1 3
 1 2 1 1 1
 3 3 3 3 3
 1 1 1 1 1
 2 3 3 3 2
 2 3 1 1 3
 2 2 3 2 1
 3 2 2 2 2
 1 3 1 1 3
 3 3 3 2 3
 2 2 2 1 1
 1 1 1 1 2
 1 2 1 1 2
 1 1 1 1 1
 3 2 1 1 1
 2 3 2 2 1
 3 3 2 3 3
 3 3 3 3 2
 3 3 3 2 3
 1 2 3 1 2
 3 3 3 3 3
 1 3 2 2 3
 3 3 1 2 2
 3 2 3 2 1
 3 3 1 1 2
 2 1 2 1 3
 2 3 1 2 3
 1 1 1 1 1
 1 2 1 2 1
 1 1 1 1 1
 3 3 3 3 3
 3 2 3 1 2
 3 3 1 1 3
 1 2 2 1 3
 1 1 1 1 1
 3 3 2 2 3
 1 3 2 2 3
 3 3 2 2 3
 3 3 3 1 3
 3 3 3 3 3
 1 2 1 1 1
 1 1 1 2 2
 1 1 1 1 1
 3 2 1 2 1
 3 3 3 3 3
 3 3 3 1 3
 1 1 1 1 1
 3 3 1 1 3
 3 2 1 1 3
 3 3 3 3 3
 3 3 3 3 3
 3 3 1 1 3
 3 3 3 1 1
 3 3 3 2 3
 1 1 1 1 1
 1 1 1 1 3
 1 3 1 2 1
 2 2 1 1 1
 2 1 2 2 2
 3 3 3 2 3
 1 1 1 1 1
 2 3 2 2 1
 3 3 2 3 3
 3 2 3 3 3
 3 3 3 2 3
 3 3 3 3 3
 1 3 2 3 1
 3 3 3 2 2
 1 2 3 3 2
 2 2 2 3 3
 3 3 3 3 3
 3 3 3 3 3
 1 1 1 1 1
 2 3 2 1 3
 3 3 2 2 3
 1 1 1 1 1
 1 1 1 1 2
 3 3 2 3 3
 1 1 2 1 1
 2 3 1 3 1
 1 2 1 1 1
 1 2 2 1 1
 1 2 2 2 2
 1 1 1 1 1
 2 1 2 1 1
 1 3 1 2 1
 1 1 1 1 1
 2 1 1 1 1
 3 3 3 3 3
 1 1 1 1 1
 2 2 2 2 2
 3 3 3 2 1
 3 3 3 3 3
 2 3 2 2 3
 1 3 3 2 1
 3 3 3 3 1
 1 3 3 1 1
 3 2 1 1 2
 1 2 1 1 1
 3 2 2 1 1
 3 2 2 2 3
 2 2 2 1 2
 1 1 1 1 1
 1 1 1 1 2
 3 3 3 2 3
 2 2 3 1 1
 1 1 1 1 1
 3 3 3 1 3
 1 1 1 1 1
 3 3 3 2 3
 1 1 1 1 1
 1 1 1 1 1
 3 3 2 1 1
 1 3 3 3 1
 2 3 2 1 1
 3 2 3 1 1
 3 3 3 2 3
 1 3 3 3 3
 3 2 2 3 1
 1 2 1 2 2
 3 3 3 3 3
 2 2 2 1 1
 1 3 3 3 1
 2 3 2 2 2
 1 1 3 2 1
 3 3 3 2 3
 1 1 1 1 1
 3 3 3 3 3
 2 2 2 2 1
 1 3 2 2 3
 3 3 3 3 2
 1 3 3 1 1
 3 3 3 3 1
 1 3 1 3 1
 1 1 1 1 1
 1 1 1 1 1
 2 2 1 1 1
 1 2 1 1 2
 1 1 1 1 1
 3 3 3 1 3
 1 1 1 1 1
 3 3 3 1 1
 1 1 1 1 1
 1 1 1 1 1
 2 3 3 3 2
 2 3 1 3 3
 1 3 2 3 3
 3 3 2 1 3
 1 3 1 3 2
 3 1 1 2 1
 3 3 2 2 1
 3 3 3 3 3
 2 1 3 1 3
 1 3 1 1 1
 3 3 3 2 1
 3 3 3 3 1
 3 3 2 3 3
 1 2 1 1 2
 1 1 1 1 1
 3 2 2 1 2
 3 2 1 1 1
 1 3 1 1 1
 3 3 2 2 3
 2 2 2 2 2
 3 3 3 3 3
 1 2 3 3 1
 3 3 3 3 3
